,hgnc_symbol,human_ensembl_gene_id,mouse_ensembl_gene_id,mgi_symbol
15,GZMH,ENSG00000100450,ENSMUSG00000040284,Gzmg
16,GZMH,ENSG00000100450,ENSMUSG00000059256,Gzmd
17,GZMB,ENSG00000100453,ENSMUSG00000015437,Gzmb
18,GZMB,ENSG00000100453,ENSMUSG00000079186,Gzmc
19,GSTZ1,ENSG00000100577,ENSMUSG00000021033,Gstz1
20,HM13,ENSG00000101294,ENSMUSG00000019188,H13
21,GUCY2F,ENSG00000101890,ENSMUSG00000042282,Gucy2f
22,GYS1,ENSG00000104812,ENSMUSG00000003865,Gys1
23,GTPBP10,ENSG00000105793,ENSMUSG00000040464,Gtpbp10
24,GTPBP4,ENSG00000107937,ENSMUSG00000021149,Gtpbp4
25,GTF2H1,ENSG00000110768,ENSMUSG00000006599,Gtf2h1
26,GTF2H3,ENSG00000111358,ENSMUSG00000029387,Gtf2h3
27,GYS2,ENSG00000111713,ENSMUSG00000030244,Gys2
28,GUCA1B,ENSG00000112599,ENSMUSG00000023979,Guca1b
29,GZMK,ENSG00000113088,ENSMUSG00000042385,Gzmk
30,GTF3C2,ENSG00000115207,ENSMUSG00000106864,Gtf3c2
31,GTF3C3,ENSG00000119041,ENSMUSG00000041303,Gtf3c3
32,GTDC1,ENSG00000121964,ENSMUSG00000036890,Gtdc1
33,GTF3A,ENSG00000122034,ENSMUSG00000016503,Gtf3a
34,GTSF1L,ENSG00000124196,ENSMUSG00000070708,Gtsf1l
35,GTF3C4,ENSG00000125484,ENSMUSG00000035666,Gtf3c4
36,GTF2F1,ENSG00000125651,ENSMUSG00000002658,Gtf2f1
37,GZF1,ENSG00000125812,ENSMUSG00000027439,Gzf1
38,GTPBP3,ENSG00000130299,ENSMUSG00000007610,Gtpbp3
39,GUCY2D,ENSG00000132518,ENSMUSG00000020890,Gucy2e
40,GSTM1,ENSG00000134184,ENSMUSG00000004038,Gstm3
41,GSTM1,ENSG00000134184,ENSMUSG00000040562,Gstm2
42,GSTM1,ENSG00000134184,ENSMUSG00000058135,Gstm1
43,GSTM1,ENSG00000134184,ENSMUSG00000068762,Gstm6
44,GSTM3,ENSG00000134202,ENSMUSG00000004032,Gstm5
45,GYPC,ENSG00000136732,ENSMUSG00000090523,Gypc
46,GTF2B,ENSG00000137947,ENSMUSG00000028271,Gtf2b
47,GTF2A2,ENSG00000140307,ENSMUSG00000033543,Gtf2a2
48,GUK1,ENSG00000143774,ENSMUSG00000020444,Guk1
49,GULP1,ENSG00000144366,ENSMUSG00000056870,Gulp1
50,GZMA,ENSG00000145649,ENSMUSG00000023132,Gzma
51,GTF2H2,ENSG00000145736,ENSMUSG00000021639,Gtf2h2
52,GTF2H2C,ENSG00000183474,ENSMUSG00000021639,Gtf2h2
53,GTF3C5,ENSG00000148308,ENSMUSG00000026816,Gtf3c5
54,GSTO1,ENSG00000148834,ENSMUSG00000025068,Gsto1
55,GXYLT1,ENSG00000151233,ENSMUSG00000036197,Gxylt1
56,GUF1,ENSG00000151806,ENSMUSG00000029208,Guf1
57,GUCY1A2,ENSG00000152402,ENSMUSG00000041624,Gucy1a2
58,GTF2E1,ENSG00000153767,ENSMUSG00000022828,Gtf2e1
59,GTF3C6,ENSG00000155115,ENSMUSG00000019837,Gtf3c6
60,GTPBP8,ENSG00000163607,ENSMUSG00000022668,Gtpbp8
61,GYG1,ENSG00000163754,ENSMUSG00000019528,Gyg
62,GTF2A1,ENSG00000165417,ENSMUSG00000020962,Gtf2a1
63,GSTM4,ENSG00000168765,ENSMUSG00000027890,Gstm4
64,GSX1,ENSG00000169840,ENSMUSG00000053129,Gsx1
65,GUSB,ENSG00000169919,ENSMUSG00000025534,Gusb
66,GYPA,ENSG00000170180,ENSMUSG00000051839,Gypa
67,GYPE,ENSG00000197465,ENSMUSG00000051839,Gypa
68,GYPB,ENSG00000250361,ENSMUSG00000051839,Gypa
69,GTSF1,ENSG00000170627,ENSMUSG00000022487,Gtsf1
70,GTPBP2,ENSG00000172432,ENSMUSG00000023952,Gtpbp2
71,GXYLT2,ENSG00000172986,ENSMUSG00000030074,Gxylt2
72,GTF2IRD2B,ENSG00000174428,ENSMUSG00000015942,Gtf2ird2
73,GTF2IRD2,ENSG00000196275,ENSMUSG00000015942,Gtf2ird2
74,GTPBP6,ENSG00000178605,ENSMUSG00000033434,Gtpbp6
75,GSX2,ENSG00000180613,ENSMUSG00000035946,Gsx2
76,GTF2F2,ENSG00000188342,ENSMUSG00000067995,Gtf2f2
77,H1-0,ENSG00000189060,ENSMUSG00000096210,H1f0
78,GTF2E2,ENSG00000197265,ENSMUSG00000031585,Gtf2e2
79,GUCA2A,ENSG00000197273,ENSMUSG00000023247,Guca2a
80,GSTK1,ENSG00000197448,ENSMUSG00000029864,Gstk1
81,GZMM,ENSG00000197540,ENSMUSG00000054206,Gzmm
82,HLA-DMA,ENSG00000204257,ENSMUSG00000037649,H2-DMa
83,GSTM2,ENSG00000213366,ENSMUSG00000004035,Gstm7
84,GTF2H4,ENSG00000213780,ENSMUSG00000001524,Gtf2h4
85,HLA-DQB2,ENSG00000232629,ENSMUSG00000073421,H2-Ab1
86,GTF2A1L,ENSG00000242441,ENSMUSG00000024154,Gtf2a1l
87,HLA-DMB,ENSG00000242574,ENSMUSG00000037548,H2-DMb2
88,HLA-DMB,ENSG00000242574,ENSMUSG00000079547,H2-DMb1
89,GTF2I,ENSG00000263001,ENSMUSG00000060261,Gtf2i
90,GTF2H5,ENSG00000272047,ENSMUSG00000034345,Gtf2h5
91,GSTT4,ENSG00000276950,ENSMUSG00000009093,Gstt4
92,,,ENSMUSG00000000031,H19
93,,,ENSMUSG00000001663,Gstt1
94,,,ENSMUSG00000001665,Gstt3
95,,,ENSMUSG00000021933,Gucy1b2
96,,,ENSMUSG00000034450,Gulo
97,,,ENSMUSG00000036594,H2-Aa
98,,,ENSMUSG00000045868,Gvin1
99,,,ENSMUSG00000053624,Gykl1
100,,,ENSMUSG00000055523,Gucy2g
101,,,ENSMUSG00000073406,H2-Bl
102,,,ENSMUSG00000073411,H2-D1
103,,,ENSMUSG00000074003,Gucy2d
104,,,ENSMUSG00000086429,Gt(ROSA)26Sor
0,HCCS,ENSG00000004961,ENSMUSG00000031352,Hccs
1,H6PD,ENSG00000049239,ENSMUSG00000028980,H6pd
2,HAGH,ENSG00000063854,ENSMUSG00000024158,Hagh
3,HAL,ENSG00000084110,ENSMUSG00000020017,Hal
4,HADHA,ENSG00000084754,ENSMUSG00000025745,Hadha
5,HACE1,ENSG00000085382,ENSMUSG00000038822,Hace1
6,HBQ1,ENSG00000086506,ENSMUSG00000020295,Hbq1a
7,HBQ1,ENSG00000086506,ENSMUSG00000073063,Hbq1b
8,HAUS4,ENSG00000092036,ENSMUSG00000022177,Haus4
9,HCN2,ENSG00000099822,ENSMUSG00000020331,Hcn2
10,HAO1,ENSG00000101323,ENSMUSG00000027261,Hao1
11,HCK,ENSG00000101336,ENSMUSG00000003283,Hck
12,HAS3,ENSG00000103044,ENSMUSG00000031910,Has3
13,HCFC1R1,ENSG00000103145,ENSMUSG00000023904,Hcfc1r1
14,HAGHL,ENSG00000103253,ENSMUSG00000061046,Haghl
15,HAS1,ENSG00000105509,ENSMUSG00000003665,Has1
16,HAMP,ENSG00000105697,ENSMUSG00000050440,Hamp
17,HBP1,ENSG00000105856,ENSMUSG00000002996,Hbp1
18,C5,ENSG00000106804,ENSMUSG00000026874,Hc
19,HCFC2,ENSG00000111727,ENSMUSG00000020246,Hcfc2
20,HBS1L,ENSG00000112339,ENSMUSG00000019977,Hbs1l
21,HARS2,ENSG00000112855,ENSMUSG00000019143,Hars2
22,HBEGF,ENSG00000113070,ENSMUSG00000024486,Hbegf
23,HAND1,ENSG00000113196,ENSMUSG00000037335,Hand1
24,HAVCR1,ENSG00000113249,ENSMUSG00000040405,Havcr1
25,HAO2,ENSG00000116882,ENSMUSG00000027870,Hao2
26,HCRTR1,ENSG00000121764,ENSMUSG00000028778,Hcrtr1
27,HCST,ENSG00000126264,ENSMUSG00000064109,Hcst
28,HAT1,ENSG00000128708,ENSMUSG00000027018,Hat1
29,HBZ,ENSG00000130656,ENSMUSG00000055609,Hba-x
30,HABP4,ENSG00000130956,ENSMUSG00000021476,Habp4
31,HAUS8,ENSG00000131351,ENSMUSG00000035439,Haus8
32,HACL1,ENSG00000131373,ENSMUSG00000021884,Hacl1
33,H3-3B,ENSG00000132475,ENSMUSG00000060743,H3f3a
34,HAPLN2,ENSG00000132702,ENSMUSG00000004894,Hapln2
35,HAVCR2,ENSG00000135077,ENSMUSG00000020399,Havcr2
36,HCRTR2,ENSG00000137252,ENSMUSG00000032360,Hcrtr2
37,HAUS2,ENSG00000137814,ENSMUSG00000027285,Haus2
38,HADHB,ENSG00000138029,ENSMUSG00000059447,Hadhb
39,HCN4,ENSG00000138622,ENSMUSG00000032338,Hcn4
40,HADH,ENSG00000138796,ENSMUSG00000027984,Hadh
41,HAPLN3,ENSG00000140511,ENSMUSG00000030606,Hapln3
42,HAX1,ENSG00000143575,ENSMUSG00000027944,Hax1
43,HCN3,ENSG00000143630,ENSMUSG00000028051,Hcn3
44,HAPLN1,ENSG00000145681,ENSMUSG00000021613,Hapln1
45,HAUS6,ENSG00000147874,ENSMUSG00000038047,Haus6
46,HABP2,ENSG00000148702,ENSMUSG00000025075,Habp2
47,HAUS1,ENSG00000152240,ENSMUSG00000041840,Haus1
48,HCRT,ENSG00000161610,ENSMUSG00000045471,Hcrt
49,HAAO,ENSG00000162882,ENSMUSG00000000673,Haao
50,H3-3A,ENSG00000163041,ENSMUSG00000016559,H3f3b
51,HAND2,ENSG00000164107,ENSMUSG00000038193,Hand2
52,HCN1,ENSG00000164588,ENSMUSG00000021730,Hcn1
53,HAS2,ENSG00000170961,ENSMUSG00000022367,Has2
54,HCFC1,ENSG00000172534,ENSMUSG00000031386,Hcfc1
55,HAP1,ENSG00000173805,ENSMUSG00000006930,Hap1
56,HCLS1,ENSG00000180353,ENSMUSG00000022831,Hcls1
57,HARBI1,ENSG00000180423,ENSMUSG00000027243,Harbi1
58,HAPLN4,ENSG00000187664,ENSMUSG00000007594,Hapln4
59,HBA2,ENSG00000188536,ENSMUSG00000069917,Hba-a2
60,HBA1,ENSG00000206172,ENSMUSG00000069917,Hba-a2
61,HBA2,ENSG00000188536,ENSMUSG00000069919,Hba-a1
62,HBA1,ENSG00000206172,ENSMUSG00000069919,Hba-a1
63,HLA-DRB1,ENSG00000196126,ENSMUSG00000067341,H2-Eb2
64,HLA-DRB5,ENSG00000198502,ENSMUSG00000067341,H2-Eb2
65,HLA-DOA,ENSG00000204252,ENSMUSG00000024334,H2-Oa
66,HAUS7,ENSG00000213397,ENSMUSG00000031371,Haus7
67,HBE1,ENSG00000213931,ENSMUSG00000052187,Hbb-y
68,HAUS3,ENSG00000214367,ENSMUSG00000079555,Haus3
69,HLA-DOB,ENSG00000241106,ENSMUSG00000041538,H2-Ob
70,HAUS5,ENSG00000249115,ENSMUSG00000078762,Haus5
71,,,ENSMUSG00000016206,H2-M3
72,,,ENSMUSG00000016283,H2-M2
73,,,ENSMUSG00000023083,H2-M10.2
74,,,ENSMUSG00000024448,H2-M10.1
75,,,ENSMUSG00000024459,H2-M5
76,,,ENSMUSG00000035929,H2-Q4
77,,,ENSMUSG00000037130,H2-M10.6
78,,,ENSMUSG00000037246,H2-M10.5
79,,,ENSMUSG00000037334,H2-M1
80,,,ENSMUSG00000037537,H2-M11
81,,,ENSMUSG00000048231,H2-M10.4
82,,,ENSMUSG00000052217,Hbb-bh1
83,,,ENSMUSG00000053835,H2-T24
84,,,ENSMUSG00000054128,H2-T3
85,,,ENSMUSG00000056116,H2-T22
86,,,ENSMUSG00000056978,Hamp2
87,,,ENSMUSG00000058124,H2-M10.3
88,,,ENSMUSG00000060550,H2-Q7
89,,,ENSMUSG00000060586,H2-Eb1
90,,,ENSMUSG00000061232,H2-K1
91,,,ENSMUSG00000067201,H2-M9
92,,,ENSMUSG00000067203,H2-K2
93,,,ENSMUSG00000067212,H2-T23
94,,,ENSMUSG00000067235,H2-Q10
95,,,ENSMUSG00000073409,H2-Q6
96,,,ENSMUSG00000075297,H60b
97,,,ENSMUSG00000078621,Hbb-bh2
98,,,ENSMUSG00000079491,H2-T10
99,,,ENSMUSG00000079507,H2-Q1
100,,,ENSMUSG00000091618,H60c
101,,,ENSMUSG00000091705,H2-Q2
0,HECW1,ENSG00000002746,ENSMUSG00000021301,Hecw1
1,HEATR5B,ENSG00000008869,ENSMUSG00000039414,Heatr5b
2,HHATL,ENSG00000010282,ENSMUSG00000032523,Hhatl
3,HFE,ENSG00000010704,ENSMUSG00000006611,Hfe
4,HEBP1,ENSG00000013583,ENSMUSG00000042770,Hebp1
5,HGF,ENSG00000019991,ENSMUSG00000028864,Hgf
6,HDAC9,ENSG00000048052,ENSMUSG00000004698,Hdac9
7,HEXB,ENSG00000049860,ENSMUSG00000021665,Hexb
8,HERPUD1,ENSG00000051108,ENSMUSG00000031770,Herpud1
9,HEBP2,ENSG00000051620,ENSMUSG00000019853,Hebp2
10,HHAT,ENSG00000054392,ENSMUSG00000037375,Hhat
11,HDAC7,ENSG00000061273,ENSMUSG00000022475,Hdac7
12,HDAC4,ENSG00000068024,ENSMUSG00000026313,Hdac4
13,HEATR6,ENSG00000068097,ENSMUSG00000000976,Heatr6
14,HES2,ENSG00000069812,ENSMUSG00000028940,Hes2
15,HEPH,ENSG00000089472,ENSMUSG00000031209,Heph
16,HECTD1,ENSG00000092148,ENSMUSG00000035247,Hectd1
17,HDAC6,ENSG00000094631,ENSMUSG00000031161,Hdac6
18,HDAC10,ENSG00000100429,ENSMUSG00000062906,Hdac10
19,HIF1A,ENSG00000100644,ENSMUSG00000021109,Hif1a
20,HERC1,ENSG00000103657,ENSMUSG00000038664,Herc1
21,HIBADH,ENSG00000106049,ENSMUSG00000029776,Hibadh
22,HDAC5,ENSG00000108840,ENSMUSG00000008855,Hdac5
23,HGFAC,ENSG00000109758,ENSMUSG00000029102,Hgfac
24,HDDC2,ENSG00000111906,ENSMUSG00000000295,Hddc2
25,HINT3,ENSG00000111911,ENSMUSG00000019791,Hint3
26,HDGFL1,ENSG00000112273,ENSMUSG00000045835,Hdgfl1
27,HECA,ENSG00000112406,ENSMUSG00000039879,Heca
28,HGD,ENSG00000113924,ENSMUSG00000022821,Hgd
29,HES1,ENSG00000114315,ENSMUSG00000022528,Hes1
30,HEMK1,ENSG00000114735,ENSMUSG00000032579,Hemk1
31,HDLBP,ENSG00000115677,ENSMUSG00000034088,Hdlbp
32,HDAC1,ENSG00000116478,ENSMUSG00000028800,Hdac1
33,HEATR1,ENSG00000119285,ENSMUSG00000050244,Heatr1
34,HDHD3,ENSG00000119431,ENSMUSG00000038422,Hdhd3
35,HELLS,ENSG00000119969,ENSMUSG00000025001,Hells
36,HERPUD2,ENSG00000122557,ENSMUSG00000008429,Herpud2
37,HIF3A,ENSG00000124440,ENSMUSG00000004328,Hif3a
38,HECTD3,ENSG00000126107,ENSMUSG00000046861,Hectd3
39,HELB,ENSG00000127311,ENSMUSG00000020228,Helb
40,HIP1,ENSG00000127946,ENSMUSG00000039959,Hip1
41,HERC2,ENSG00000128731,ENSMUSG00000030451,Herc2
42,HEATR5A,ENSG00000129493,ENSMUSG00000035181,Heatr5a
43,HIP1R,ENSG00000130787,ENSMUSG00000000915,Hip1r
44,HIGD1B,ENSG00000131097,ENSMUSG00000020928,Higd1b
45,HHLA1,ENSG00000132297,ENSMUSG00000072511,Hhla1
46,HILPDA,ENSG00000135245,ENSMUSG00000043421,Hilpda
47,HEY2,ENSG00000135547,ENSMUSG00000019789,Hey2
48,HEMGN,ENSG00000136929,ENSMUSG00000028332,Hemgn
49,HINT2,ENSG00000137133,ENSMUSG00000028470,Hint2
50,HECW2,ENSG00000138411,ENSMUSG00000042807,Hecw2
51,HERC3,ENSG00000138641,ENSMUSG00000029804,Herc3
52,HERC6,ENSG00000138642,ENSMUSG00000029798,Herc6
53,HDC,ENSG00000140287,ENSMUSG00000027360,Hdc
54,HDGF,ENSG00000143321,ENSMUSG00000004897,Hdgf
55,HHIPL2,ENSG00000143512,ENSMUSG00000053461,Hhipl2
56,HES6,ENSG00000144485,ENSMUSG00000067071,Hes6
57,HIGD2A,ENSG00000146066,ENSMUSG00000025868,Higd2a
58,HIGD2B,ENSG00000175202,ENSMUSG00000025868,Higd2a
59,HDAC8,ENSG00000147099,ENSMUSG00000067567,Hdac8
60,HERC4,ENSG00000148634,ENSMUSG00000020064,Herc4
61,HEATR3,ENSG00000155393,ENSMUSG00000031657,Heatr3
62,HFM1,ENSG00000162669,ENSMUSG00000043410,Hfm1
63,HELQ,ENSG00000163312,ENSMUSG00000035266,Helq
64,HIPK1,ENSG00000163349,ENSMUSG00000008730,Hipk1
65,HDAC11,ENSG00000163517,ENSMUSG00000034245,Hdac11
66,HESX1,ENSG00000163666,ENSMUSG00000040726,Hesx1
67,HEYL,ENSG00000163909,ENSMUSG00000032744,Heyl
68,HHIP,ENSG00000164161,ENSMUSG00000064325,Hhip
69,HEY1,ENSG00000164683,ENSMUSG00000040289,Hey1
70,HGSNAT,ENSG00000165102,ENSMUSG00000037260,Hgsnat
71,HDX,ENSG00000165259,ENSMUSG00000034551,Hdx
72,HECTD2,ENSG00000165338,ENSMUSG00000041180,Hectd2
73,HEPACAM,ENSG00000165478,ENSMUSG00000046240,Hepacam
74,HIF1AN,ENSG00000166135,ENSMUSG00000036450,Hif1an
75,HDHD2,ENSG00000167220,ENSMUSG00000025421,Hdhd2
76,HEXIM2,ENSG00000168517,ENSMUSG00000043372,Hexim2
77,HINT1,ENSG00000169567,ENSMUSG00000020267,Hint1
78,HIC2,ENSG00000169635,ENSMUSG00000050240,Hic2
79,HEXD,ENSG00000169660,ENSMUSG00000039307,Hexdc
80,HDAC3,ENSG00000171720,ENSMUSG00000024454,Hdac3
81,HINFP,ENSG00000172273,ENSMUSG00000032119,Hinfp
82,HES3,ENSG00000173673,ENSMUSG00000028946,Hes3
83,HEG1,ENSG00000173706,ENSMUSG00000075254,Heg1
84,HIC1,ENSG00000177374,ENSMUSG00000043099,Hic1
85,HES7,ENSG00000179111,ENSMUSG00000023781,Hes7
86,HIGD1A,ENSG00000181061,ENSMUSG00000038412,Higd1a
87,HEPHL1,ENSG00000181333,ENSMUSG00000031936,Hephl1
88,HHIPL1,ENSG00000182218,ENSMUSG00000021260,Hhipl1
89,HDDC3,ENSG00000184508,ENSMUSG00000030532,Hddc3
90,HGS,ENSG00000185359,ENSMUSG00000025793,Hgs
91,HEXIM1,ENSG00000186834,ENSMUSG00000048878,Hexim1
92,HELT,ENSG00000187821,ENSMUSG00000047171,Helt
93,HEPACAM2,ENSG00000188175,ENSMUSG00000044156,Hepacam2
94,HDAC2,ENSG00000196591,ENSMUSG00000019777,Hdac2
95,HES5,ENSG00000197921,ENSMUSG00000048001,Hes5
96,HIBCH,ENSG00000198130,ENSMUSG00000041426,Hibch
97,HELZ,ENSG00000198265,ENSMUSG00000020721,Helz
98,HEXA,ENSG00000213614,ENSMUSG00000025232,Hexa
99,HIGD1C,ENSG00000214511,ENSMUSG00000093550,Higd1c
100,,,ENSMUSG00000024986,Hhex
0,HOXA11,ENSG00000005073,ENSMUSG00000038210,Hoxa11
1,HIVEP2,ENSG00000010818,ENSMUSG00000015501,Hivep2
2,HMGB3,ENSG00000029993,ENSMUSG00000015217,Hmgb3
3,HOMER3,ENSG00000051128,ENSMUSG00000003573,Homer3
4,HIPK2,ENSG00000064393,ENSMUSG00000061436,Hipk2
5,HMG20B,ENSG00000064961,ENSMUSG00000020232,Hmg20b
6,HLTF,ENSG00000071794,ENSMUSG00000002428,Hltf
7,HMMR,ENSG00000072571,ENSMUSG00000020330,Hmmr
8,HOXA9,ENSG00000078399,ENSMUSG00000038227,Hoxa9
9,HNRNPC,ENSG00000092199,ENSMUSG00000060373,Hnrnpc
10,HNRNPCL1,ENSG00000179172,ENSMUSG00000060373,Hnrnpc
11,HNRNPCL4,ENSG00000179412,ENSMUSG00000060373,Hnrnpc
12,HNRNPCL2,ENSG00000275774,ENSMUSG00000060373,Hnrnpc
13,HNRNPCL3,ENSG00000277058,ENSMUSG00000060373,Hnrnpc
14,HOOK2,ENSG00000095066,ENSMUSG00000052566,Hook2
15,HIVEP1,ENSG00000095951,ENSMUSG00000021366,Hivep1
16,HNRNPH3,ENSG00000096746,ENSMUSG00000020069,Hnrnph3
17,HNRNPM,ENSG00000099783,ENSMUSG00000059208,Hnrnpm
18,HIRA,ENSG00000100084,ENSMUSG00000022702,Hira
19,HMGXB4,ENSG00000100281,ENSMUSG00000034518,Hmgxb4
20,HMOX1,ENSG00000100292,ENSMUSG00000005413,Hmox1
21,HNF4A,ENSG00000101076,ENSMUSG00000017950,Hnf4a
22,HMOX2,ENSG00000103415,ENSMUSG00000004070,Hmox2
23,HOMER2,ENSG00000103942,ENSMUSG00000025813,Homer2
24,HNRNPL,ENSG00000104824,ENSMUSG00000015165,Hnrnpl
25,HNRNPUL1,ENSG00000105323,ENSMUSG00000040725,Hnrnpul1
26,HOXA1,ENSG00000105991,ENSMUSG00000029844,Hoxa1
27,HOXA2,ENSG00000105996,ENSMUSG00000014704,Hoxa2
28,HOXA3,ENSG00000105997,ENSMUSG00000079560,Hoxa3
29,HOXA5,ENSG00000106004,ENSMUSG00000038253,Hoxa5
30,HOXA6,ENSG00000106006,ENSMUSG00000043219,Hoxa6
31,HOXA13,ENSG00000106031,ENSMUSG00000038203,Hoxa13
32,HOXB6,ENSG00000108511,ENSMUSG00000000690,Hoxb6
33,HLF,ENSG00000108924,ENSMUSG00000003949,Hlf
34,HIPK3,ENSG00000110422,ENSMUSG00000027177,Hipk3
35,HMGCS1,ENSG00000112972,ENSMUSG00000093930,Hmgcs1
36,HMGCR,ENSG00000113161,ENSMUSG00000021670,Hmgcr
37,HMGXB3,ENSG00000113716,ENSMUSG00000024622,Hmgxb3
38,HMGCL,ENSG00000117305,ENSMUSG00000028672,Hmgcl
39,HMGN3,ENSG00000118418,ENSMUSG00000066456,Hmgn3
40,HOXB5,ENSG00000120075,ENSMUSG00000038700,Hoxb5
41,HOXB3,ENSG00000120093,ENSMUSG00000048763,Hoxb3
42,HOXB1,ENSG00000120094,ENSMUSG00000018973,Hoxb1
43,HNRNPA2B1,ENSG00000122566,ENSMUSG00000004980,Hnrnpa2b1
44,HOXA7,ENSG00000122592,ENSMUSG00000038236,Hoxa7
45,HJURP,ENSG00000123485,ENSMUSG00000044783,Hjurp
46,HNRNPR,ENSG00000125944,ENSMUSG00000066037,Hnrnpr
47,HNRNPH2,ENSG00000126945,ENSMUSG00000045427,Hnrnph2
48,HIVEP3,ENSG00000127124,ENSMUSG00000028634,Hivep3
49,HMGCS2,ENSG00000134240,ENSMUSG00000027875,Hmgcs2
50,HOOK1,ENSG00000134709,ENSMUSG00000028572,Hook1
51,HNF1A,ENSG00000135100,ENSMUSG00000029556,Hnf1a
52,HLX,ENSG00000136630,ENSMUSG00000039377,Hlx
53,HNRNPD,ENSG00000138668,ENSMUSG00000000568,Hnrnpd
54,HMG20A,ENSG00000140382,ENSMUSG00000032329,Hmg20a
55,HMCN1,ENSG00000143341,ENSMUSG00000066842,Hmcn1
56,HORMAD1,ENSG00000143452,ENSMUSG00000028109,Hormad1
57,HMGCLL1,ENSG00000146151,ENSMUSG00000007908,Hmgcll1
58,HMBOX1,ENSG00000147421,ENSMUSG00000021972,Hmbox1
59,HIRIP3,ENSG00000149929,ENSMUSG00000042606,Hirip3
60,HMGA2,ENSG00000149948,ENSMUSG00000056758,Hmga2
61,HNMT,ENSG00000150540,ENSMUSG00000026986,Hnmt
62,HOMER1,ENSG00000152413,ENSMUSG00000007617,Homer1
63,HNRNPU,ENSG00000153187,ENSMUSG00000039630,Hnrnpu
64,HKDC1,ENSG00000156510,ENSMUSG00000020080,Hkdc1
65,HK1,ENSG00000156515,ENSMUSG00000037012,Hk1
66,HOXB13,ENSG00000159184,ENSMUSG00000049604,Hoxb13
67,HLCS,ENSG00000159267,ENSMUSG00000040820,Hlcs
68,HK2,ENSG00000159399,ENSMUSG00000000628,Hk2
69,HIPK4,ENSG00000160396,ENSMUSG00000040424,Hipk4
70,HK3,ENSG00000160883,ENSMUSG00000025877,Hk3
71,HMGB2,ENSG00000164104,ENSMUSG00000054717,Hmgb2
72,HNF4G,ENSG00000164749,ENSMUSG00000017688,Hnf4g
73,HNRNPK,ENSG00000165119,ENSMUSG00000021546,Hnrnpk
74,HOOK3,ENSG00000168172,ENSMUSG00000037234,Hook3
75,HNRNPH1,ENSG00000169045,ENSMUSG00000007850,Hnrnph1
76,HNRNPF,ENSG00000169813,ENSMUSG00000042079,Hnrnpf
77,HOPX,ENSG00000171476,ENSMUSG00000059325,Hopx
78,HOXB2,ENSG00000173917,ENSMUSG00000075588,Hoxb2
79,HMGB4,ENSG00000176256,ENSMUSG00000048686,Hmgb4
80,HORMAD2,ENSG00000176635,ENSMUSG00000020419,Hormad2
81,HNRNPA0,ENSG00000177733,ENSMUSG00000007836,Hnrnpa0
82,HOXB4,ENSG00000182742,ENSMUSG00000038692,Hoxb4
83,HMX3,ENSG00000188620,ENSMUSG00000040148,Hmx3
84,HMX2,ENSG00000188816,ENSMUSG00000050100,Hmx2
85,HNRNPAB,ENSG00000197451,ENSMUSG00000020358,Hnrnpab
86,HOXA4,ENSG00000197576,ENSMUSG00000000942,Hoxa4
87,HMGN5,ENSG00000198157,ENSMUSG00000031245,Hmgn5
88,HNRNPUL2,ENSG00000214753,ENSMUSG00000071659,Hnrnpul2
89,HMX1,ENSG00000215612,ENSMUSG00000067438,Hmx1
90,HOGA1,ENSG00000241935,ENSMUSG00000025176,Hoga1
91,HOXA10,ENSG00000253293,ENSMUSG00000000938,Hoxa10
92,HMBS,ENSG00000256269,ENSMUSG00000032126,Hmbs
93,HNF1B,ENSG00000275410,ENSMUSG00000020679,Hnf1b
94,HOMEZ,ENSG00000290292,ENSMUSG00000057156,Homez
95,,,ENSMUSG00000003038,Hmgn2
96,,,ENSMUSG00000040681,Hmgn1
97,,,ENSMUSG00000046434,Hnrnpa1
98,,,ENSMUSG00000046711,Hmga1
99,,,ENSMUSG00000059005,Hnrnpa3
100,,,ENSMUSG00000066551,Hmgb1
101,,,ENSMUSG00000086903,Hotair
102,,,ENSMUSG00000109750,Hmgb1-rs17
103,,,ENSMUSG00000121135,Hmga2-ps1
0,HS3ST1,ENSG00000002587,ENSMUSG00000051022,Hs3st1
1,HSF2,ENSG00000025156,ENSMUSG00000019878,Hsf2
2,HSD17B6,ENSG00000025423,ENSMUSG00000025396,Hsd17b6
3,HOXC8,ENSG00000037965,ENSMUSG00000001657,Hoxc8
4,HSD17B10,ENSG00000072506,ENSMUSG00000025260,Hsd17b10
5,HSP90AA1,ENSG00000080824,ENSMUSG00000021270,Hsp90aa1
6,HSD17B2,ENSG00000086696,ENSMUSG00000031844,Hsd17b2
7,HSD17B14,ENSG00000087076,ENSMUSG00000030825,Hsd17b14
8,HSP90AB1,ENSG00000096384,ENSMUSG00000023944,Hsp90ab1
9,HSD3B7,ENSG00000099377,ENSMUSG00000042289,Hsd3b7
10,HPS4,ENSG00000100099,ENSMUSG00000042328,Hps4
11,HSCB,ENSG00000100209,ENSMUSG00000043510,Hscb
12,HRH3,ENSG00000101180,ENSMUSG00000039059,Hrh3
13,HSF4,ENSG00000102878,ENSMUSG00000033249,Hsf4
14,HSDL1,ENSG00000103160,ENSMUSG00000034189,Hsdl1
15,HPN,ENSG00000105707,ENSMUSG00000001249,Hpn
16,HPS1,ENSG00000107521,ENSMUSG00000025188,Hps1
